"PERES ALEXANDRU";"PARTIDUL DEMOCRAT LIBERAL";"S1 Alba";35648
"UNGURIANU SORIN";"PARTIDUL NATIONAL LIBERAL";"S2 Galati";4391
"PRISECARU IULIAN";"PARTIDUL ROMÂNIA MARE";"S2 Galati";1389
"GRIGORUTA PETRICA '";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S2 Galati";835
"MORARU GHIORGHE";"PARTIDUL NATIONAL DEMOCRAT CRESTIN";"S2 Galati";398
"GIUREAIOSIF";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S2 Galati";146
"DOBROVICI-BACALBASA NICOLAE";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S3 Galati";19043
"ARAMA IULIAN-NICUSOR";"PARTIDUL DEMOCRAT LIBERAL";"S3 Galati";14433
"ICHIM PAUL";"PARTIDUL NATIONAL LIBERAL";"S3 Galati";6421
"DINA CAROL";"PARTIDUL ROMÂNIA MARE";"S3 Galati";2084
"DANILA MARIUS";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S3 Galati";986
"CERNAT IONEL-FLORIN";"PARTIDUL VERDE ECOLOGIST";"S3 Galati";917
"FAZEKAS LORÂND";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S3 Galati";168
"MÎNZU VIOREL-NICOLAE";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S4 Galati";19366
"NECULA MARIUS-GERARD";"PARTIDUL DEMOCRAT LIBERAL";"S4 Galati";15869
"CRISTEA DUMITRU";"PARTIDUL NATIONAL LIBERAL";"S4 Galati";4988
"BELTIC VIOREL";"PARTIDUL ROMÂNIA MARE";"S4 Galati";1716
"SILIVESTRU ADRIAN";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S4 Galati";1131
"BALÂC GHEORGHE";"PARTIDUL NATIONAL DEMOCRAT CRESTIN";"S4 Galati";209
"KNOBLOCH MIHAIL";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S4 Galati";162
"MAGUREANU CEZAR-MIRCEA";"PARTIDUL NATIONAL LIBERAL";"S1 Giurgiu";18110
"RÂDOI ION";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S1 Giurgiu";13124
"MOCANESCU-COLOROS DAN-CONSTANTIN";"PARTIDUL DEMOCRAT LIBERAL";"S1 Giurgiu";10090
"NEACSU PETRE";"PARTIDUL ROMÂNIA MARE";"S1 Giurgiu";2011
"IOFCEA GHEORGHE";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S1 Giurgiu";982
"FODRE GABRIELA";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S1 Giurgiu";175
"MUSTATEA VASILE";"PARTIDUL NATIONAL LIBERAL";"S2 Giurgiu";28629
"TOADER GABRIEL-RÂSVAN";"PARTIDUL DEMOCRAT LIBERAL";"S2 Giurgiu";14006
"MARCIU OVIDIU-CRISTIAN-DAN";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S2 Giurgiu";5951
"VASILIU IOAN-EMIL";"PARTIDUL ROMÂNIA MARE";"S2 Giurgiu";858
"GEBAILA REMUS";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S2 Giurgiu";356
"NAGY GHIZELA";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S2 Giurgiu";108
"FLORESCU ION";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S1 Gorj";25755
"RUSET ION";"PARTIDUL DEMOCRAT LIBERAL";"S1 Gorj";21587
"CRETAN VASILE";"PARTIDUL NATIONAL LIBERAL";"S1 Gorj";9287
"RÂDUCU ION";"PARTIDUL ROMÂNIA MARE";"S1 Gorj";2935
"DURBACEA-BOLOVAN MARIAN";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S1 Gorj";1306
"ORIENT OTTO";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S1 Gorj";297
"GREBLA TONI";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S2 Gorj";29527
"ANDREI VASILE-LIVIU";"PARTIDUL DEMOCRAT LIBERAL";"S2 Gorj";18452
"BERCEA NICOLAE";"PARTIDUL NATIONAL LIBERAL";"S2 Gorj";6568
"AVRAM GABRIELA";"PARTIDUL ROMÂNIA MARE";"S2 Gorj";3232
"BÂLAN VALENTIN";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S2 Gorj";1421
"ORBAN FERENC";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S2 Gorj";288
"GYERKO LÂSZLO";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S1 Harghita";42039
"MALE DORIN";"PARTIDUL DEMOCRAT LIBERAL";"S1 Harghita";1890
"BREAZU VASILE-SILVIU";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S1 Harghita";1557
"BURJAN-ANDREI GABRIEL";"PARTIDUL NATIONAL LIBERAL";"S1 Harghita";960
"COLCERIU-DANDU PETRU";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S1 Harghita";442
"VERESTOY ATTILA";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S2 Harghita";42683
"DOSA BÂRNA";"PARTIDUL VERDE ECOLOGIST";"S2 Harghita";6372
"GLODEANU CRISTINEL-FANEL";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S2 Harghita";4540
"SABAU GRIGORE";"PARTIDUL DEMOCRAT LIBERAL";"S2 Harghita";2820
"POP ADRIAN";"PARTIDUL NATIONAL LIBERAL";"S2 Harghita";2365
"DITA MARCELA";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S2 Harghita";919
"NICULA VASILE-COSMIN";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S1 Hunedoara";19563
"BARBU GHEORGHE";"PARTIDUL DEMOCRAT LIBERAL";"S1 Hunedoara";16085
"SIMOTA ALIN";"PARTIDUL NATIONAL LIBERAL";"S1 Hunedoara";7042
"ANDRAS IOSIF";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S1 Hunedoara";2307
"RACOTEA FLORIN";"PARTIDUL ROMÂNIA MARE";"S1 Hunedoara";2265
"POP NICOLINA";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S1 Hunedoara";978
"PAUNESCU ADRIAN";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S2 Hunedoara";14933
"ARDELEAN BEN-ONI";"PARTIDUL NATIONAL LIBERAL";"S2 Hunedoara";13967
"PARAN DORIN";"PARTIDUL DEMOCRAT LIBERAL";"S2 Hunedoara";13691
"POENAR MIHAI";"PARTIDUL ROMÂNIA MARE";"S2 Hunedoara";2264
"VERESS EDMUND-PETRU";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S2 Hunedoara";694
"BACIU GRIGORE-CORIOLAN";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S2 Hunedoara";692
"RUSANU DAN-RADU";"PARTIDUL NATIONAL LIBERAL";"S3 Hunedoara";24550
"LEU MIHAI";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S3 Hunedoara";23108
"VLADU CRISTIAN-MARIUS";"PARTIDUL DEMOCRAT LIBERAL";"S3 Hunedoara";20196
"BENDE BARNA-GAVRIL";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S3 Hunedoara";5063
"AVRAM COSTEL";"PARTIDUL ROMÂNIA MARE";"S3 Hunedoara";3700
"POPOVICIU DOINA";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S3 Hunedoara";1349
"STIUCA ALECSANDRU";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S1 Ialomita";19598
"PANTURU TUDOR";"PARTIDUL DEMOCRAT LIBERAL";"S1 Ialomita";10589
"VASILE MITU";"PARTIDUL NATIONAL LIBERAL";"S1 Ialomita";10029
"SAVU GHEORGHE";"PARTIDUL ROMÂNIA MARE";"S1 Ialomita";2290
"STOIAN VALENTIN";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S1 Ialomita";1066
"LAKATOS ANDREI";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S1 Ialomita";94
"GAINA MIHAITA";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S2 Ialomita";19637
"CAZACU MARINICA";"PARTIDUL DEMOCRAT LIBERAL";"S2 Ialomita";15061
"ANTONESCU LIDUN-CATALIN";"PARTIDUL NATIONAL LIBERAL";"S2 Ialomita";5271
"ZARNESCU VASILE";"PARTIDUL ROMÂNIA MARE";"S2 Ialomita";1372
"BLÎNDU RODICA";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S2 Ialomita";892
"TIBAD ZOLTAN";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S2 Ialomita";71
"VOSGANIAN VARUJAN";"PARTIDUL NATIONAL LIBERAL";"S1 Iasi";17854
"ENACHE MARIAN";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S1 Iasi";16842
"SERBAN IULIAN";"PARTIDUL DEMOCRAT LIBERAL";"S1 Iasi";15597
"POSTU LUCIAN-AURELIAN";"PARTIDUL VERDE ECOLOGIST";"S1 Iasi";2440
"AMITITELOAIE ALEXANDRU";"PARTIDUL ROMÂNIA MARE";"S1 Iasi";1289
"ROSU CORNELIU";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S1 Iasi";888
"DARI TOMA";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S1 Iasi";89
"TERINTE RADU";"PARTIDUL NATIONAL LIBERAL";"S2 Iasi";14177
"LAZAR SORIN-CONSTANTIN";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S2 Iasi";13422
"FLAISER LUCIAN";"PARTIDUL DEMOCRAT LIBERAL";"S2 Iasi";10237
"IANOLE JANICA";"PARTIDUL VERDE ECOLOGIST";"S2 Iasi";1965
"DRUTCA VASILE";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S2 Iasi";1054
"APOSTOLESCU MARIA";"PARTIDUL ROMÂNIA MARE";"S2 Iasi";987
"MIKLOS ANDREI";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S2 Iasi";83
"CONSTANTINESCU FLORIN";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S3 Iasi ";20138
"RUSU LEONARD";"PARTIDUL DEMOCRAT LIBERAL";"S3 Iasi ";11217
"ISOPESCU DORINA-NICOLINA";"PARTIDUL NATIONAL LIBERAL";"S3 Iasi ";8499
"JITARU CONSTANTIN";"PARTIDUL ROMÂNIA MARE";"S3 Iasi ";1245
"AVRAM COSTICA";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S3 Iasi ";606
"GÂBOR GABRIELA";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S3 Iasi ";97
"POPA MIHAELA";"PARTIDUL DEMOCRAT LIBERAL";"S4 Iasi";17571
"NANI IOAN";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S4 Iasi";16706
"HURMUZACHE MIHNEA-EUDOXIU";"PARTIDUL NATIONAL LIBERAL";"S4 Iasi";5917
"MANOLE BOGDAN-MUGUR";"PARTIDUL ROMÂNIA MARE";"S4 Iasi";1732
"GHIGA VASILE";"PARTIDUL VERDE ECOLOGIST";"S4 Iasi";791
"ANGHEL MIHAI-PETRE";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S4 Iasi";763
"LUPUSORU ELENA-CATALINA";"PARTIDUL POPULAR SI AL PROTECTIEI SOCIALE";"S4 Iasi";424
"VIGHADÂM-KAROLY";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S4 Iasi";89
"OPREA DUMITRU";"PARTIDUL DEMOCRAT LIBERAL";"S5 Iasi";22692
"NECULAU CONSTANTIN";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S5 Iasi";16102
"BURLEA MARIN";"PARTIDUL NATIONAL LIBERAL";"S5 Iasi";7871
"BLAGOI OLIMPIA";"PARTIDUL ROMÂNIA MARE";"S5 Iasi";1943
"BALANESCU SORIN";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S5 Iasi";1046
"PÂLL ZSOLT";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S5 Iasi";112
"IORDANESCU ANGHEL";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S1 Ilfov";26090
"DELCEA VALENTIN";"PARTIDUL DEMOCRAT LIBERAL";"S1 Ilfov";24741
"ZAMFIR GABRIEL-SORIN";"PARTIDUL NATIONAL LIBERAL";"S1 Ilfov";5498
"BUCUR CONSTANTIN";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S1 Ilfov";2174
"CONSTANTIN ION";"PARTIDUL ROMÂNIA MARE";"S1 Ilfov";1096
"POPESCU NICOLAE";"PARTIDUL POPULAR SI AL PROTECTIEI SOCIALE";"S1 Ilfov";196
"KISS TIBERIU";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S1 Ilfov";136
"PETRACHE MARIAN";"PARTIDUL NATIONAL LIBERAL";"S2 Ilfov";20548
"URBAN IULIAN";"PARTIDUL DEMOCRAT LIBERAL";"S2 Ilfov";20204
"MURESAN MIRCEA";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S2 Ilfov";8418
"CONSTANTIN CONSTANTIN";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S2 Ilfov";1782
"APOSTOL VIRGIL";"PARTIDUL ROMÂNIA MARE";"S2 Ilfov";1287
"OPREA FLORI AN";"PARTIDUL VERDE ECOLOGIST";"S2 Ilfov";384
"VAJNA LÂSZLO";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S2 Ilfov";151
"POP MARIANA";"PARTIDUL DEMOCRAT LIBERAL";"S1 Maramures";15896
"MIHALACHE SORIN-DAN";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S1 Maramures";14188
"PASCA LIVIU-TITUS";"PARTIDUL NATIONAL LIBERAL";"S1 Maramures";11965
"CAPUSAN EDIT-REKA";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S1 Maramures";5630
"BERLINGHER VASILE";"PARTIDUL ROMÂNIA MARE";"S1 Maramures";2256
"MOGA LILIANA REGHINA";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S1 Maramures";1230
"FILIP CLAUDIU GHEORGHE";"PARTIDUL VERDE ECOLOGIST";"S1 Maramures";855
"BOTA MARIUS-SORIN-OVIDIU";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S2 Maramures";17373
"MUNTE ANU RADU-MIRCEA";"PARTIDUL DEMOCRAT LIBERAL";"S2 Maramures";15378
"CIOCAN MIRCEA";"PARTIDUL NATIONAL LIBERAL";"S2 Maramures";4951
"MIKLOS CSABA";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S2 Maramures";3682
"TURCU IOAN";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S2 Maramures";1690
"SUIAN PAVEL-GAVRIL";"PARTIDUL ROMÂNIA MARE";"S2 Maramures";1661
"PÂRVU GHEORGHE";"PARTIDUL POPULAR SI AL PROTECTIEI SOCIALE";"S2 Maramures";152
"BÎRLEA GHEORGHE";"PARTIDUL DEMOCRAT LIBERAL";"S3 Maramures";16294
"GODJA EUGENIA";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S3 Maramures";15289
"CORODAN IOAN";"PARTIDUL NATIONAL LIBERAL";"S3 Maramures";9599
"KOKENYESDI MIHAI-STEFAN";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S3 Maramures";2502
"MIHORDEA MIRCEA";"PARTIDUL ROMÂNIA MARE";"S3 Maramures";2201
"BOICO SERGHEI-VALENTIN";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S3 Maramures";2104
"PASCU VASILE-STEFAN";"PARTIDUL POPULAR SI AL PROTECTIEI SOCIALE";"S3 Maramures";560
"STANISOARÂ MIHAI";"PARTIDUL DEMOCRAT LIBERAL";"S1 Mehedinti";26834
"SÂRBULESCU ION";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S1 Mehedinti";13733
"TUDOR PAUL";"PARTIDUL NATIONAL LIBERAL";"S1 Mehedinti";6939
"MARINESCU IRINEL";"PARTIDUL ROMÂNIA MARE";"S1 Mehedinti";1383
"NEGOITA FLOREA";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S1 Mehedinti";969
"MOLNAR ENDRE";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S1 Mehedinti";259
"DAEA PETRE";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S2 Mehedinti";21550
"MAZILU LIVIU-LUCIAN";"PARTIDUL NATIONAL LIBERAL";"S2 Mehedinti";16423
"IFTIMIE CONSTANTIN";"PARTIDUL DEMOCRAT LIBERAL";"S2 Mehedinti";14752
"DRÂGHIA I STEFAN DANIEL";"PARTIDUL ROMÂNIA MARE";"S2 Mehedinti";1595
"FIRESCU CONSTANTIN";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S2 Mehedinti";929
"MATYUS PAL";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S2 Mehedinti";140
"FRUNDA GYORGY";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S1 Mures";28842
"PORUTIU MIHAIL";"PARTIDUL DEMOCRAT LIBERAL";"S1 Mures";14170
"SOCOTAR GHEORGHE-DINU";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S1 Mures";7922
"MOLDOVAN VIOREL";"PARTIDUL ROMÂNIA MARE";"S1 Mures";3399
"GHEORGHE CORNEL";"PARTIDUL NATIONAL LIBERAL";"S1 Mures";3267
"PISAU DAN";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S1 Mures";539
"MARKO BELA";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S2 Mures";30640
"SCHWARTZ LADISLAU";"PARTIDUL DEMOCRAT LIBERAL";"S2 Mures";4022
"COVACI MIHAIL";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S2 Mures";3886
"KINCSES ELOD GHEZA";"CANDIDAT INDEPENDENT";"S2 Mures";3220
"LUKACS LORAND ISTVAN";"PARTIDUL NATIONAL LIBERAL";"S2 Mures";1927
"TEODOSIU ALEXANDRU";"PARTIDUL ROMÂNIA MARE";"S2 Mures";1803
"SERBAN ALEXANDRU";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S2 Mures";553
"BASA PETRU";"PARTIDUL DEMOCRAT LIBERAL";"S3 Mures";13617
"ANTONIE STEFAN-MIHAIL";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S3 Mures";11669
"SZAKÂCS IOAN";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S3 Mures";9887
"UNGUREANU RADU OVIDIU";"PARTIDUL NATIONAL LIBERAL";"S3 Mures";7577
"MAIER GAVR1L";"PARTIDUL ROMÂNIA MARE";"S3 Mures";2077
"PLUTEANU VALENTIN";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S3 Mures";1739
"GROSU CORNELIU";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S4 Mures";13926
"ICHIM IONEL MARJUS";"PARTIDUL NATIONAL LIBERAL";"S4 Mures";12445
"CRISAN RADU";"PARTIDUL DEMOCRAT LIBERAL";"S4 Mures";10062
"DÂVID CSABA";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S4 Mures";8127
"COROS IOAN";"PARTIDUL ROMÂNIA MARE";"S4 Mures";2846
"MAER VASILE VICU";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S4 Mures";944
"MOCANU TOADER";"PARTIDUL DEMOCRAT LIBERAL";"S1 Neamt";38563
"MUNTEANU TUDOR-MARIUS";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S1 Neamt";25808
"SOROCEANU DANIELA";"PARTIDUL NATIONAL LIBERAL";"S1 Neamt";6161
"LUPU COSTACHE";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S1 Neamt";2654
"CRETU CONSTANTIN";"PARTIDUL ROMÂNIA MARE";"S1 Neamt";2121
"TATARU IO AN";"PARTIDUL VERDE ECOLOGIST";"S1 Neamt";958
"FODOR STEFAN";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S1 Neamt";181
"CHELARU IOAN";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S2 Neamt";29095
"MAFTEI SIMION";"PARTIDUL DEMOCRAT LIBERAL";"S2 Neamt";26323
"DANAILA VALENTIN";"PARTIDUL NATIONAL LIBERAL";"S2 Neamt";12306
"ULEANUIOAN";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S2 Neamt";3201
"BOTOC VALERIAN";"PARTIDUL ROMÂNIA MARE";"S2 Neamt";1992
"CRÎSMARIUIOAN";"PARTIDUL VERDE ECOLOGIST";"S2 Neamt";725
"VIDA GHEORGHE-ALEXANDRU";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S2 Neamt";102
"SENDREA VASILE";"PARTIDUL DEMOCRAT LIBERAL";"S3 Neamt";19107
"CONSTANTIN DAN-VASILE";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S3 Neamt";16087
"MARCUTIANU OVIDIUS";"PARTIDUL NATIONAL LIBERAL";"S3 Neamt";7288
"BEZIM ALEXANDRU";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S3 Neamt";2030
"BADEA DUMITRU";"PARTIDUL ROMÂNIA MARE";"S3 Neamt";1463
"SOLOMIA VASILE";"PARTIDUL VERDE ECOLOGIST";"S3 Neamt";301
"OLAH NICOLAE";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S3 Neamt";60
"NITA MIHAI";"PARTIDUL DEMOCRAT LIBERAL";"S1 Olt";24582
"BELINSKI PAVEL";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S1 Olt";19108
"KOVACS CAROL-EMIL";"PARTIDUL NATIONAL LIBERAL";"S1 Olt";6492
"TURCIN ALECSANDRU";"PARTIDUL ROMÂNIA MARE";"S1 Olt";1435
"STANCU ANCA";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S1 Olt";774
"SZUS IOAN";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S1 Olt";117
"TOMA ION";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S2 Olt";42558
"BALASESCU ION-DAN";"PARTIDUL DEMOCRAT LIBERAL";"S2 Olt";22529
"B RÂT UCU GABRIEL";"PARTIDUL NATIONAL LIBERAL";"S2 Olt";6028
"MÂNU LAURA-MIRELA";"PARTIDUL ROMÂNIA MARE";"S2 Olt";1846
"PISICA SABIN-ALIN";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S2 Olt";1119
"BEREK STEFAN";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S2 Olt";156
"SOVA DAN-COMAN";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S3 Olt";23285
"COPILAU JENEL";"PARTIDUL NATIONAL LIBERAL";"S3 Olt";12311
"BUICA GHEORGHE";"PARTIDUL DEMOCRAT LIBERAL";"S3 Olt";10700
"PASCU RADU";"PARTIDUL ROMÂNIA MARE";"S3 Olt";1568
