"PERES ALEXANDRU";"PARTIDUL DEMOCRAT LIBERAL";"S1 Alba";35648
"VELICU ELENA";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S3 Olt";449
"SZONYI LAIOS";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA    -";"S3 Olt";112
"SEVERIN GEORGICA";"PARTIDUL DEMOCRAT LIBERAL";"S1 Prahova";25352
"ILASI LIVIU";"PARTIDUL NATIONAL LIBERAL";"S1 Prahova";19106
"DIACONU GEORGICA";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S1 Prahova";16808
"GRIGORESCU TATIANA";"PARTIDUL ROMÂNIA MARE";"S1 Prahova";1843
"MIHALACHE CATALIN";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S1 Prahova";1821
"PUSOK ANDREI";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S1 Prahova";239
"BADESCU IULIAN";"PARTIDUL DEMOCRAT LIBERAL";"S2 Prahova";19901
"TEODORESCU GEORGE-ALIN";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S2 Prahova";17189
"LUPU ADRIAN-GELU";"PARTIDUL NATIONAL LIBERAL";"S2 Prahova";6181
"BARBU NECULAI";"PARTIDUL ROMÂNIA MARE";"S2 Prahova";1666
"BOLOCAN IULIAN";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S2 Prahova";1608
"VERES ERNESTIN";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S2 Prahova";155
"MELESCANU TEODOR-VIOREL";"PARTIDUL NATIONAL LIBERAL";"S3 Prahova";17069
"MITU AUGUSTIN-CONSTANTIN";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S3 Prahova";14490
"ARDELEAN IONEL";"PARTIDUL DEMOCRAT LIBERAL";"S3 Prahova";12841
"RUSINARU ANGELO-MARIAN";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S3 Prahova";2793
"STAN NICUSOR";"PARTIDUL ROMÂNIA MARE";"S3 Prahova";1667
"ANTONESCU MARIAN";"PARTIDUL POPULAR SI AL PROTECTIEI SOCIALE";"S3 Prahova";237
"ROZS RITA-EVA";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S3 Prahova";214
"CHIVU SORIN-SERIOJA";"ALIANŢA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S4 Prahova";18610
"ROTARU ION";"PARTIDUL DEMOCRAT LIBERAL";"S4 Prahova";15371
"ANGHEL AUREL";"PARTIDUL NAŢIONAL LIBERAL";"S4 Prahova";3733
"NICULCEA NICOLAE";"PARTIDUL NOUA GENERAŢIE CREŞTIN DEMOCRAT";"S4 Prahova";1624
"CIOBANU NICOLAE";"PARTIDUL ROMÂNIA MARE";"S4 Prahova";1557
"KEREKES EDIT-KLÂRA";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S4 Prahova";231
"SANDU GABRIEL";"PARTIDUL DEMOCRAT LIBERAL";"S5 Prahova";19774
"SAVU DANIEL";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S5 Prahova";12289
"NICA BOGDAN-CRISTIAN";"PARTIDUL NATIONAL LIBERAL";"S5 Prahova";7886
"BELLU CLAUDIU-MIHAI";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S5 Prahova";1833
"RÂDULESCU AUREL";"PARTIDUL ROMÂNIA MARE";"S5 Prahova";1770
"BODEA ECATERINA";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S5 Prahova";155
"FEKETE-SZABO ANDRÂS-LEVENTE";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S1 Salaj";20843
"MOCAN IOAN";"PARTIDUL DEMOCRAT LIBERAL";"S1 Salaj";11857
"PADUREAN GREGORIU";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S1 Salaj";9057
"POP EUGEN";"PARTIDUL NATIONAL LIBERAL";"S1 Salaj";4593
"FARCAS LIVIU NICOLAE";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S1 Salaj";959
"POP GHEORGHE";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S2 Salaj";15464
"ABRUDANU ONORICA-MARIANA";"PARTIDUL DEMOCRAT LIBERAL";"S2 Salaj";11124
"PENCIUC CORIN";"PARTIDUL NATIONAL LIBERAL";"S2 Salaj";8859
"CSUTAK-NAGY LÂSZLO";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S2 Salaj";4216
"TEREC LIVIU";"PARTIDUL ROMÂNIA MARE";"S2 Salaj";1519
"COVACI ALEXANDRU";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S2 Salaj";971
"MURESAN PETRE";"PARTIDUL DEMOCRAT LIBERAL";"S1 Satu Mare";18065
"MARIAN VALER";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S1 Satu Mare";16551
"KONYA LADISLAU-STEFAN";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S1 Satu Mare";14523
"SILAGHI OVIDIU-IOAN";"PARTIDUL NATIONAL LIBERAL";"S1 Satu Mare";8097
"GAVRILAS TEODOR";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S1 Satu Mare";1519
"CHIUZBAIAN LIUDMELA-DELIA";"PARTIDUL ROMÂNIA MARE";"S1 Satu Mare";1096
"POP NICOLAE";"PARTIDUL VERDE ECOLOGIST";"S1 Satu Mare";972
"FINTA GRIGOR";"PARTIDUL POPULAR SI AL PROTECTIEI SOCIALE";"S1 Satu Mare";287
"GUNTHNER TIBERIU";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S2 Satu Mare";26332
"VIMAN IOAN-VASILE";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S2 Satu Mare";8155
"POP ZOLTAN-CAROL";"PARTIDUL DEMOCRAT LIBERAL";"S2 Satu Mare";7055
"MACEC VALENTIN";"PARTIDUL NATIONAL LIBERAL";"S2 Satu Mare";6410
"CRISAN IERONIM";"PARTIDUL ROMÂNIA MARE";"S2 Satu Mare";937
"COTOROS DANEELA-DORINA";"PARTIDUL VERDE ECOLOGIST";"S2 Satu Mare";908
"BOLBA CORNELIA-ANCA";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S2 Satu Mare";842
"ARITON ION";"PARTIDUL DEMOCRAT LIBERAL";"S1 Sibiu";23907
"NEAGU NICOLAE";"PARTIDUL NATIONAL LIBERAL";"S1 Sibiu";9771
"STROIE IOAN";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S1 Sibiu";9398
"TALAU GHIORGHE";"PARTIDUL ROMÂNIA MARE";"S1 Sibiu";2266
"PIRNOIU DAN";"PARTIDUL VERDE ECOLOGIST";"S1 Sibiu";1354
"PICA ELISABETA-ANA";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S1 Sibiu";960
"OLARIU NICOLAE SORIN";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S1 Sibiu";751
"PITEIU MARCEL-ADRIAN";"PARTIDUL DEMOCRAT LIBERAL";"S2 Sibiu";20851
"ARCAS VIOREL";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S2 Sibiu";16070
"SAJTOS LASZLO";"PARTIDUL NATIONAL LIBERAL";"S2 Sibiu";2989
"BALAZS BELA-ATILA";"UNRJNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S2 Sibiu";2076
"BUCUR DIONISIE";"PARTIDUL ROMÂNIA MARE";"S2 Sibiu";1888
"DIAC IOAN";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S2 Sibiu";1548
"GIURA LUCIAN";"PARTIDUL VERDE ECOLOGIST";"S2 Sibiu";886
"CERCEL HORATIU";"PARTIDUL DEMOCRAT LIBERAL";"S3 Sibiu";17980
"BOITAN MINERVA";"PARTIDUL NATIONAL LIBERAL";"S3 Sibiu";8719
"MORAR CONSTANTIN";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S3 Sibiu";8023
"LOTREAN CONSTANTIN";"PARTIDUL ROMÂNIA MARE";"S3 Sibiu";1207
"BUZIC IOAN";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S3 Sibiu";752
"ILESAN MARIUS";"PARTIDUL VERDE ECOLOGIST";"S3 Sibiu";424
"NAGY FRANCISC-GHEORGHE";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S3 Sibiu";305
"BADEA VIOREL-RICEARD";"PARTIDUL DEMOCRAT LIBERAL";"S1 Strainatate";8449
"ROMAN PETRE";"PARTIDUL NATIONAL LIBERAL";"S1 Strainatate";4573
"MOCANU MARIAN-DAN";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S1 Strainatate";2363
"ILASCU ILIE";"PARTIDUL ROMÂNIA MARE";"S1 Strainatate";1549
"SZABO KAROLY-FERENC";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S1 Strainatate";867
"GALES CRISTINA-DANIELA";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S1 Strainatate";578
"CHIVU EUGEN";"PARTIDUL DEMOCRAT LIBERAL";"S2 Strainatate";2451
"LUCA RAYMOND";"PARTIDUL NATIONAL LIBERAL";"S2 Strainatate";944
"DUCA VIOREL";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S2 Strainatate";741
"KAROLYI BELA";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S2 Strainatate";334
"FULGA LAURENTIU OLIMPUS";"PARTIDUL VERDE ECOLOGIST";"S2 Strainatate";263
"TOMA PETRU-RADU";"PARTIDUL ROMÂNIA MARE";"S2 Strainatate";210
"UDROIU SORIN-IOAN";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S2 Strainatate";139
"FODOREANU SORIN";"PARTIDUL DEMOCRAT LIBERAL";"S1 Suceava";27299
"HUTANU CONSTANTIN";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S1 Suceava";12695
"GOREA VALICA";"PARTIDUL NATIONAL LIBERAL";"S1 Suceava";8112
"ACATRINEI GHEORGHE";"PARTIDUL ROMÂNIA MARE";"S1 Suceava";1480
"IGNÂTESCU GHITA";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S1 Suceava";1302
"HAPENCIUC ADRIANA - KLARA";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S1 Suceava";234
"ONOFREI OREST";"PARTIDUL DEMOCRAT LIBERAL";"S2 Suceava";33735
"IGNATESCU CAMELIA - MARIA -CEZARA";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S2 Suceava";17692
"BURCIU AUREL";"PARTIDUL NATIONAL LIBERAL";"S2 Suceava";8090
"ACATRINEI STELA";"PARTIDUL ROMÂNIA MARE";"S2 Suceava";2384
"ROMAN IO AN -CORNELIU";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S2 Suceava";1232
"BARTA MARGIT";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S2 Suceava";262
"MÎRZA GAVRIL";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S3 Suceava";22640
"VITCU MIHAI";"PARTIDUL DEMOCRAT LIBERAL";"S3 Suceava";18255
"CORNIA GHIORGHI";"PARTIDUL NATIONAL LIBERAL";"S3 Suceava";5286
"GHEORGHITA IULIAN - IONEL";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S3 Suceava";1712
"DOROFTEI COSTICA";"PARTIDUL ROMÂNIA MARE";"S3 Suceava";1603
"LADO ZOLTÂN";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S3 Suceava";143
"CARCALETE PETRU";"PARTIDUL DEMOCRAT LIBERAL";"S4 Suceava";24416
"POPOVICI CORNELIU";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S4 Suceava";17140
"PRODAN TIBERIU -AURELIAN";"PARTIDUL NATIONAL LIBERAL";"S4 Suceava";9223
"FOCA SORIN";"PARTIDUL VERDE ECOLOGIST";"S4 Suceava";2291
"LUCHIAN SAMOILA";"PARTIDUL ROMÂNIA MARE";"S4 Suceava";1532
"CRUT CRISTINEL";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S4 Suceava";1181
"MÂLNÂSI GABOR";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S4 Suceava";161
"MIHÂILESCU PETRU-SERBAN";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S1 Teleorman";30028
"NASTASESCU ION";"PARTIDUL DEMOCRAT LIBERAL";"S1 Teleorman";12928
"BALAN ILIE";"PARTIDUL NATIONAL LIBERAL";"S1 Teleorman";5551
"GHEORGHE MIHAI";"PARTIDUL ROMÂNIA MARE";"S1 Teleorman";1555
"NEDELCU FLOREA";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S1 Teleorman";841
"VARGA STEFAN";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S1 Teleorman";281
"NICOARA ROMEO-FLORIN";"PARTIDUL NATIONAL LIBERAL";"S2 Teleorman";29524
"SUICA IULIAN";"PARTIDUL DEMOCRAT LIBERAL";"S2 Teleorman";15201
"SLABESCU CONSTANTIN";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S2 Teleorman";15127
"OLTEANU ION";"PARTIDUL ROMÂNIA MARE";"S2 Teleorman";936
"DINULESCU OCTAVIAN";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S2 Teleorman";840
"BENU COSTEL-VALENTIN";"PARTIDUL POPULAR SI AL PROTECTIEI SOCIALE";"S2 Teleorman";135
"LASZLO LUDOVIC-RUDOLF";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S2 Teleorman";94
"DANCILA VASILICA-VIORICA";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S3 Teleorman";26902
"MOCANU ALEXANDRU";"PARTIDUL DEMOCRAT LIBERAL";"S3 Teleorman";22297
"ILIESCU ALEXANDRU";"PARTIDUL NATIONAL LIBERAL";"S3 Teleorman";7908
"GURÂU MARIO ARA";"PARTIDUL ROMÂNIA MARE";"S3 Teleorman";1163
"NEDELCU FLORIN-MARIUS";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S3 Teleorman";713
"ANDO LASZLO-IULIAN";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S3 Teleorman";119
"DAVID GHEORGHE";"PARTIDUL DEMOCRAT LIBERAL";"S1 Timis";15844
"BÎRSASTEANU FLORICA";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S1 Timis";9758
"DIMECA RADU-DRAGOS";"PARTIDUL NATIONAL LIBERAL";"S1 Timis";8042
"OLAH-BOGATHY ZOLTAN";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S1 Timis";2788
"MIHAI GHEORGHE";"PARTIDUL ROMÂNIA MARE";"S1 Timis";1860
"ALAMOREAN POMPILIU-VIOREL";"PARTIDUL VERDE ECOLOGIST";"S1 Timis";1336
"PESCARU VIRGIL";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S1 Timis";741
"OANCEA VIOREL";"PARTIDUL DEMOCRAT LIBERAL";"S2 Timis";13555
"ROBU NICOLAE";"PARTIDUL NATIONAL LIBERAL";"S2 Timis";10968
"GLAVAN STEFAN";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S2 Timis";7672
"DAROCZI CSABA-LASZLO";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S2 Timis";2281
"NASLEUIOAN";"PARTIDUL ROMÂNIA MARE";"S2 Timis";1700
"STANCIU GHEORGHE- VLADIMIR";"PARTIDUL VERDE ECOLOGIST";"S2 Timis";935
"POPESCU NICOLAE";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S2 Timis";671
"BORZA DOREL- CONSTANTIN- VASILE";"PARTIDUL DEMOCRAT LIBERAL";"S3 Timis";25786
"MATEI VIOREL";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S3 Timis";12971
"COIFAN VIOREL-GHEORGHE";"PARTIDUL NATIONAL LIBERAL";"S3 Timis";5288
"VETESI ZOLTAN";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S3 Timis";2508
"IONITA GHEORGHE";"PARTIDUL ROMÂNIA MARE";"S3 Timis";1603
"POPESCU LUCIAN";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S3 Timis";1206
"BURLACU TUDORIN";"PARTIDUL VERDE ECOLOGIST";"S3 Timis";582
"SÂRBU ILIE";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S4 Timis";22233
"CORESCU CORNELIA- GHEORGHINA";"PARTIDUL DEMOCRAT LIBERAL";"S4 Timis";20263
"AMBRUS IOAN";"PARTIDUL NATIONAL LIBERAL";"S4 Timis";8194
"IHASZ IOAN";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S4 Timis";2121
"COTOLAN VOICHITA-OFELIA";"PARTIDUL ROMÂNIA MARE";"S4 Timis";1883
"SANTA DUMITRU";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S4 Timis";1003
"DIMINESCU NICOLAE-IULIU";"PARTIDUL VERDE ECOLOGIST";"S4 Timis";721
"BARA ION";"PARTIDUL DEMOCRAT LIBERAL";"S1 Tulcea";16799
"CARPOV GHEORGHE";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S1 Tulcea";9543
"OBREJA CONSTANTIN- GABRIEL";"PARTIDUL NATIONAL LIBERAL";"S1 Tulcea";3475
"BUNDUC GHEORGHE";"PARTIDUL ROMÂNIA MARE";"S1 Tulcea";2089
"POPESCU CONSTANTIN";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S1 Tulcea";1050
"ROSIAN ILIE";"PARTIDUL POPULAR SI AL PROTECTIEI SOCIALE";"S1 Tulcea";324
"VAIDA FRANCISC-ATILA";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S1 Tulcea";188
"RADU ANISOARA";"PARTIDUL DEMOCRAT LIBERAL";"S2 Tulcea";12661
"BELACURENCU TRIFON";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S2 Tulcea";11891
"CIUREA MIRCEA";"PARTIDUL NATIONAL LIBERAL";"S2 Tulcea";6844
"MOISEI LAURENTA-LILI";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S2 Tulcea";2235
"MAZILU GHEORGHE";"PARTIDUL ROMÂNIA MARE";"S2 Tulcea";1437
"VÂNYOLOS STEFAN-ALBERT";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S2 Tulcea";116
"COCA LAURENTIU FLORIAN";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S1 Valcea";25794
"FOLEA GHEORGHE";"PARTIDUL NATIONAL LIBERAL";"S1 Valcea";12102
"RÂDULESCU VERONEL";"PARTIDUL DEMOCRAT LIBERAL";"S1 Valcea";8767
"NUICA ION";"PARTIDUL ROMÂNIA MARE";"S1 Valcea";1644
"MARIN ION";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S1 Valcea";837
"GÂSPÂR ISTVÂN";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S1 Valcea";112
"FRÂNCU EMILIAN-VALENTIN";"PARTIDUL NATIONAL LIBERAL";"S2 Valcea";18996
"PRALA STEFAN";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S2 Valcea";17101
"CRÂCIUNESCU ION";"PARTIDUL DEMOCRAT LIBERAL";"S2 Valcea";12668
"ANDREESCU CONSTANTIN";"PARTIDUL ROMÂNIA MARE";"S2 Valcea";1546
"DIACONESCU MARIUS";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S2 Valcea";734
"MATOLCSI IULIU";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S2 Valcea";126
"JURCAN DOREL";"PARTIDUL DEMOCRAT LIBERAL";"S3 Valcea";19123
"PÎRVU CONSTANTIN";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S3 Valcea";13355
"COTESCU MARIN-ADRÂNEL";"PARTIDUL NATIONAL LIBERAL";"S3 Valcea";5656
"PIENARU DOREL";"PARTIDUL ROMÂNIA MARE";"S3 Valcea";1839
"ZEANA CORNELIU";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S3 Valcea";733
"DEÂK FRANCISC";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S3 Valcea";197
"SILISTRU DOINA";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S1 Vaslui";21275
"MIHALACHE CORNELIU";"PARTIDUL DEMOCRAT LIBERAL";"S1 Vaslui";17004
"JUVERDEANU DOREL";"PARTIDUL NATIONAL LIBERAL";"S1 Vaslui";6026
"MANCAS IOAN";"PARTIDUL ROMÂNIA MARE";"S1 Vaslui";2892
"MOCANU ELENA";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S1 Vaslui";1718
"SÂNDOR KÂLMÂN";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S1 Vaslui";181
"ROIBU ARISTIDE";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S2 Vaslui";19219
"PINTILIE VASILE";"PARTIDUL DEMOCRAT LIBERAL";"S2 Vaslui";12421
"DRAGAN DANIEL";"PARTIDUL NATIONAL LIBERAL";"S2 Vaslui";7336
"ANDREI DUMITRU";"PARTIDUL ROMÂNIA MARE";"S2 Vaslui";1510
"BUZAMAT DANIEL";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S2 Vaslui";1147
"BURUS TIBOR";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S2 Vaslui";125
"TIBULCA IOAN";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S3 Vaslui";15924
"DAVID CRISTIAN";"PARTIDUL NATIONAL LIBERAL";"S3 Vaslui";12876
"BORDEIANU EMIL";"PARTIDUL DEMOCRAT LIBERAL";"S3 Vaslui";7658
"VESELU TUDORA";"PARTIDUL ROMÂNIA MARE";"S3 Vaslui";1883
"BODESCU NECULAI";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S3 Vaslui";962
"KOLUMBAN SÂNDOR-GÂBOR";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S3 Vaslui";121
"DUTA GICA";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S1 Vrancea";30774
"PLACINTA SORINA-LUMINITA";"PARTIDUL DEMOCRAT LIBERAL";"S1 Vrancea";25036
"TEODOROVICI EUGEN-ORLANDO";"PARTIDUL NATIONAL LIBERAL";"S1 Vrancea";12321
"CORCHIVASILE";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S1 Vrancea";1186
"ORDOG LAJOS";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S1 Vrancea";147
"MITREA MIRON-TUDOR";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S2 Vrancea";42241
"POPOIU EMIL-DANUT";"PARTIDUL DEMOCRAT LIBERAL";"S2 Vrancea";19309
"MAZERE NICU";"PARTIDUL NATIONAL LIBERAL";"S2 Vrancea";9890
"PARASCHIV MIRCEA-ION";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S2 Vrancea";1169
"CZIMBALMOS-KOZMA CSABA";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S2 Vrancea";134
